Target;Input01;Input02;Input03;Input04;Input05;Input06;Input07;Input08
758,40;10,19;949,89;542,88;46,51;54,51;10,90;51,85;2018,62
760,20;10,18;949,23;539,37;45,41;54,58;10,92;51,86;1987,57
759,38;10,18;949,10;550,50;45,93;54,71;10,94;51,86;1976,41
759,55;10,18;949,63;538,25;45,93;54,87;10,97;51,86;1959,13
755,39;10,18;949,76;544,50;45,74;55,07;11,01;51,87;1995,46
758,32;10,18;949,10;556,38;45,78;55,31;11,06;51,88;1973,72
754,98;10,18;949,50;540,25;45,91;55,54;11,11;51,89;1988,44
759,22;10,18;949,63;553,75;44,79;55,78;11,16;51,89;1973,72
749,02;10,18;948,97;558,13;43,85;56,05;11,21;51,90;1944,14
761,18;10,18;949,23;549,25;45,15;56,29;11,26;51,91;1964,65
750,33;10,18;949,63;547,00;45,88;56,54;11,31;51,93;1988,40
760,44;10,18;949,10;546,50;45,97;56,78;11,36;51,94;1974,79
759,14;10,18;949,76;543,38;44,95;56,99;11,40;51,95;1962,36
756,45;10,18;949,76;543,12;45,89;57,19;11,44;51,95;2002,09
753,59;10,18;949,50;532,62;46,02;57,36;11,47;51,96;1996,76
760,44;10,04;949,23;543,38;44,57;57,51;11,50;51,98;1974,79
759,63;10,06;949,63;544,75;45,95;57,65;11,53;51,98;2006,43
754,24;10,15;949,63;544,50;46,41;57,77;11,55;51,99;2019,09
760,69;10,22;949,76;545,13;46,34;57,87;11,57;51,99;2080,59
759,38;10,26;948,83;547,62;47,57;57,95;11,59;51,96;2046,43
753,67;10,23;949,10;542,12;47,42;58,04;11,61;51,93;2057,16
754,81;10,23;949,89;543,50;48,63;58,16;11,63;51,92;2046,15
760,85;10,22;949,76;548,37;47,50;58,26;11,65;51,92;2027,30
759,63;10,14;949,36;547,00;47,45;58,32;11,66;51,93;2048,95
757,34;10,11;949,10;549,25;46,57;58,32;11,66;51,93;2006,43
759,22;10,18;949,76;546,88;45,02;58,24;11,65;51,94;1970,25
758,73;10,24;949,76;543,87;45,27;58,08;11,62;51,94;1974,99
759,22;10,20;949,50;545,50;45,89;57,83;11,57;51,95;2022,60
759,46;10,12;948,83;547,12;44,78;57,52;11,50;51,94;1996,53
750,73;10,17;949,36;543,38;44,75;57,12;11,42;51,91;1987,37
759,22;10,19;949,89;545,37;45,15;56,68;11,34;51,91;1972,30
758,49;10,19;949,36;544,87;44,36;56,23;11,25;51,91;1996,60
759,14;10,19;949,36;541,62;46,23;55,75;11,15;51,91;2026,98
759,22;10,18;949,76;547,50;45,32;55,31;11,06;51,91;2017,51
759,14;10,18;949,76;547,00;45,44;54,93;10,99;51,89;1977,39
758,81;10,18;949,50;542,00;44,83;54,65;10,93;51,90;1960,07
756,69;10,18;948,97;544,13;45,17;54,46;10,89;51,91;1971,79
758,08;10,18;949,63;542,75;46,06;54,36;10,87;51,91;1994,51
755,79;10,18;949,76;540,37;45,52;54,35;10,87;51,90;1968,44
758,08;10,18;949,10;542,00;43,80;54,40;10,88;51,89;1925,40
754,98;10,18;949,63;542,62;46,36;54,52;10,90;51,88;1967,88
758,81;10,18;949,63;548,13;45,08;54,69;10,94;51,89;1986,98
769,58;10,18;949,36;550,88;44,99;54,89;10,98;51,90;1970,88
766,73;10,18;949,23;547,00;45,40;55,14;11,03;51,92;1960,51
764,44;10,18;949,63;547,88;44,85;55,41;11,08;51,93;1941,57
764,61;10,18;949,23;543,12;44,74;55,64;11,13;51,94;1951,79
755,39;10,01;949,89;545,50;45,73;55,89;11,18;51,95;1972,30
744,78;10,10;949,36;545,25;46,40;56,13;11,23;51,97;2021,14
755,87;10,19;948,97;540,50;45,47;56,36;11,27;51,96;1998,34
754,00;10,22;949,10;549,37;46,53;56,58;11,32;51,94;2040,08
748,04;10,18;949,63;543,38;47,50;56,76;11,35;51,92;2061,50
757,51;10,20;950,42;549,00;47,38;56,96;11,39;51,91;2052,58
755,47;10,24;948,83;550,50;47,45;57,13;11,43;51,91;2028,60
748,78;10,18;949,10;545,13;46,53;57,30;11,46;51,91;2018,85
761,99;10,10;949,63;544,50;46,17;57,45;11,49;51,91;2018,77
758,16;10,13;949,50;544,37;46,29;57,60;11,52;51,91;2013,73
753,84;10,21;949,50;543,00;45,80;57,72;11,54;51,91;1985,44
752,12;10,22;949,36;545,13;46,24;57,86;11,57;51,90;1975,97
760,04;10,13;949,63;545,25;45,84;57,98;11,60;51,92;2023,31
761,50;10,13;949,36;539,13;46,34;58,09;11,62;51,88;2017,95
758,65;10,23;949,76;546,88;45,41;58,20;11,64;51,85;1983,74
760,12;10,21;949,23;550,25;46,86;58,29;11,66;51,83;2014,36
760,04;10,20;949,50;545,50;45,80;58,32;11,66;51,82;1998,77
756,61;10,19;949,63;546,25;45,63;58,31;11,66;51,81;1996,80
751,06;10,19;948,44;543,50;46,42;58,24;11,65;51,79;2012,34
760,77;10,19;949,10;541,00;46,09;58,08;11,62;51,78;2002,32
755,39;10,18;948,70;553,25;44,61;57,83;11,57;51,78;1971,40
752,69;10,18;949,63;541,38;44,51;57,49;11,50;51,78;1974,59
756,28;10,18;949,89;543,63;44,74;57,11;11,42;51,76;1977,87
760,61;10,18;949,63;542,88;43,06;56,68;11,34;51,75;1906,11
761,42;10,18;949,23;543,38;44,64;56,23;11,25;51,74;1997,55
761,10;10,18;949,23;541,50;43,62;55,80;11,16;51,76;1928,59
760,04;10,18;949,76;543,50;45,12;55,45;11,09;51,78;1958,65
757,26;10,18;949,23;547,62;44,68;55,16;11,03;51,78;1941,45
750,08;10,18;949,36;550,88;46,97;55,00;11,00;51,78;1994,99
757,18;10,18;949,36;556,75;45,95;54,94;10,99;51,79;1971,24
758,65;10,18;950,16;549,25;45,94;54,98;11,00;51,78;1957,71
759,96;9,92;949,63;537,75;47,81;55,10;11,02;51,76;1989,58
758,24;10,01;949,76;540,87;46,89;55,24;11,05;51,75;1994,99
760,93;10,19;949,76;542,88;47,53;55,38;11,08;51,74;2001,02
757,91;10,27;949,10;553,25;46,71;55,52;11,10;51,74;2025,36
756,85;10,21;949,10;547,88;47,99;55,66;11,13;51,73;2052,94
751,14;10,24;949,36;546,62;47,42;55,79;11,16;51,72;2023,47
759,38;10,25;949,23;544,50;48,14;55,92;11,18;51,72;2030,93
758,81;10,14;949,76;546,62;47,23;56,05;11,21;51,73;2015,11
750,98;10,11;949,10;543,00;45,88;56,17;11,23;51,76;1993,57
760,20;10,23;949,50;546,75;45,58;56,29;11,26;51,78;1994,28
756,53;10,24;949,50;541,88;46,63;56,40;11,28;51,79;2017,24
754,41;10,16;949,36;545,75;46,71;56,48;11,30;51,78;2014,91
758,65;10,14;949,36;544,75;45,15;56,57;11,31;51,76;1982,09
759,46;10,23;950,03;540,63;45,80;56,63;11,33;51,73;1994,63
758,98;10,26;949,63;548,87;46,23;56,71;11,34;51,70;2007,14
756,69;10,23;948,97;545,50;47,39;56,78;11,36;51,66;2039,60
759,30;10,21;949,23;554,25;45,88;56,83;11,37;51,64;1985,32
756,20;10,20;949,63;544,75;45,61;56,90;11,38;51,60;1993,61
757,02;10,19;949,76;548,87;47,19;56,96;11,39;51,57;2038,62
757,18;10,19;949,36;548,50;46,91;57,02;11,40;51,54;2031,36
758,40;10,19;949,23;542,00;45,76;57,08;11,42;51,51;1993,84
758,65;10,18;949,76;544,25;46,47;57,16;11,43;51,47;2006,39
750,65;10,18;949,63;547,75;46,24;57,23;11,45;51,44;2043,71
756,04;10,18;949,23;539,37;46,32;57,30;11,46;51,42;2013,96
760,12;10,18;948,97;545,63;46,36;57,38;11,48;51,39;2020,08
757,26;10,18;949,36;538,62;45,29;57,48;11,50;51,38;1999,29
759,46;10,18;949,50;548,00;45,02;57,58;11,52;51,38;1975,30
774,07;10,18;949,50;545,00;45,25;57,67;11,53;51,38;1991,59
766,32;10,18;949,36;553,00;46,17;57,78;11,56;51,38;2015,74
757,43;10,18;949,63;549,63;44,87;57,88;11,58;51,38;1964,53
746,74;10,18;949,23;546,12;44,99;57,97;11,59;51,39;1972,50
751,47;9,97;949,76;551,88;47,12;58,06;11,61;51,38;2019,56
751,96;10,03;949,76;547,00;46,86;58,15;11,63;51,36;2043,94
756,04;10,19;949,10;546,38;45,34;58,21;11,64;51,34;1998,93
753,26;10,27;949,63;542,50;47,34;58,24;11,65;51,31;2035,46
752,12;10,22;949,50;547,88;48,42;58,21;11,64;51,29;2055,19
756,85;10,22;949,76;547,25;47,59;58,11;11,62;51,28;2059,76
754,81;10,21;949,36;543,63;47,13;57,93;11,59;51,27;2020,51
753,92;10,11;948,97;547,00;47,39;57,67;11,53;51,26;2013,88
753,51;10,12;949,23;548,37;45,66;57,37;11,47;51,27;1981,30
753,92;10,24;949,63;547,88;45,85;56,96;11,39;51,29;2003,27
758,57;10,22;949,63;540,50;46,02;56,56;11,31;51,31;1990,61
760,52;10,09;949,63;547,00;46,71;56,13;11,23;51,32;2019,96
756,37;10,15;949,10;546,38;44,27;55,68;11,14;51,34;1963,03
752,53;10,28;949,36;545,00;44,61;55,26;11,05;51,35;1958,85
758,24;10,22;949,76;542,38;46,51;54,93;10,99;51,37;2041,14
761,42;10,21;949,89;551,25;45,68;54,68;10,94;51,38;1988,32
756,93;10,20;949,10;544,75;44,25;54,52;10,90;51,39;1939,28
752,53;10,19;949,50;548,37;45,11;54,45;10,89;51,39;1965,99
751,39;10,19;949,10;543,50;46,02;54,46;10,89;51,41;1998,18
759,87;10,19;949,23;548,87;45,66;54,53;10,91;51,41;1997,20
757,75;10,18;949,76;543,00;45,15;54,65;10,93;51,41;1961,34
753,92;10,18;949,50;550,38;46,03;54,80;10,96;51,40;1959,60
758,98;10,18;949,36;542,38;45,55;54,98;11,00;51,40;1975,77
758,98;10,18;949,36;550,38;45,68;55,18;11,04;51,41;1972,89
756,61;10,18;949,10;546,38;46,00;55,41;11,08;51,41;1987,10
751,06;10,18;949,89;544,00;46,38;55,64;11,13;51,41;1981,97
760,20;10,18;949,50;547,50;44,78;55,92;11,18;51,44;1941,81
761,02;10,18;949,63;546,12;46,98;56,19;11,24;51,46;1990,80
761,34;10,18;949,36;542,75;46,48;56,46;11,29;51,49;2006,66
760,85;10,18;949,10;545,00;46,08;56,71;11,34;51,53;1977,47
760,61;10,18;949,50;545,37;45,51;56,96;11,39;51,56;1959,01
756,61;10,11;949,50;558,87;46,21;57,21;11,44;51,58;1986,86
755,30;10,10;950,03;545,63;47,30;57,44;11,49;51,61;2051,48
754,08;10,17;949,76;549,13;46,63;57,65;11,53;51,63;2017,55
752,28;10,26;948,70;550,88;48,14;57,82;11,56;51,63;2034,83
760,44;10,23;949,63;548,87;47,31;57,97;11,59;51,64;2071,36
760,85;10,21;949,63;535,87;47,06;58,11;11,62;51,64;2049,35
760,52;10,23;949,50;540,63;48,21;58,24;11,65;51,64;2033,96
759,38;10,17;949,10;541,13;47,61;58,33;11,67;51,65;2011,12
755,39;10,11;949,63;551,75;46,24;58,38;11,68;51,66;1990,02
751,31;10,17;949,63;541,62;45,23;58,36;11,67;51,66;1975,97
756,85;10,24;949,50;548,37;46,46;58,28;11,66;51,66;2037,16
762,40;10,16;949,50;546,12;46,38;58,08;11,62;51,65;2044,61
760,52;10,09;949,36;547,25;45,89;57,81;11,56;51,61;2009,15
757,43;10,23;949,63;545,37;45,51;57,47;11,49;51,59;1988,91
749,75;10,26;949,50;544,50;46,72;57,03;11,41;51,57;2014,79
751,63;10,22;949,50;545,25;47,89;56,58;11,32;51,57;2044,22
754,00;10,21;949,10;548,75;45,59;56,09;11,22;51,57;2017,63
760,28;10,20;949,23;541,00;45,68;55,59;11,12;51,56;1985,99
758,49;10,19;949,36;540,75;46,77;55,13;11,03;51,55;2002,44
749,19;10,19;949,36;542,00;46,50;54,74;10,95;51,56;2031,95
760,52;10,19;949,36;550,50;46,23;54,45;10,89;51,57;2018,66
750,82;10,18;949,63;545,88;46,15;54,26;10,85;51,56;2026,90
758,24;10,18;949,50;556,38;45,72;54,15;10,83;51,56;1998,14
759,71;10,18;949,76;546,25;46,09;54,13;10,83;51,56;2035,38
760,61;10,18;949,63;549,37;46,99;54,18;10,84;51,55;2022,21
754,24;10,18;949,23;559,13;46,70;54,31;10,86;51,56;2019,05
758,24;10,18;949,63;551,12;46,36;54,47;10,89;51,56;1993,37
770,48;10,18;949,36;544,00;45,63;54,68;10,94;51,57;1981,65
767,87;10,18;949,89;545,00;46,99;54,93;10,99;51,59;2015,62
764,36;10,18;949,50;543,12;45,93;55,18;11,04;51,60;1994,87
753,43;10,18;949,63;538,25;46,05;55,43;11,09;51,63;1991,16
750,33;10,02;949,36;540,63;46,36;55,71;11,14;51,65;2000,23
759,87;10,11;949,50;541,75;46,62;55,99;11,20;51,66;2017,16
750,90;10,26;949,36;540,25;47,74;56,28;11,26;51,67;2032,42
749,51;10,29;949,36;544,37;48,42;56,60;11,32;51,70;2067,77
751,71;10,26;949,36;546,38;48,04;56,86;11,37;51,71;2061,78
758,00;10,28;949,76;541,75;47,80;57,08;11,42;51,72;2050,85
757,83;10,19;949,36;541,00;48,54;57,32;11,46;51,72;2063,59
755,87;10,10;949,10;541,62;47,36;57,54;11,51;51,74;2043,19
755,87;10,20;949,50;542,25;46,21;57,73;11,55;51,77;2003,90
754,24;10,24;949,89;546,38;45,01;57,91;11,58;51,79;1974,95
757,43;10,14;949,63;551,00;45,87;58,07;11,61;51,81;2028,80
758,73;10,14;949,89;542,88;45,74;58,21;11,64;51,79;2016,57
754,24;10,26;949,10;545,13;45,67;58,32;11,66;51,76;1982,72
758,98;10,23;949,36;546,38;46,15;58,39;11,68;51,74;2003,35
761,34;10,15;949,50;544,25;46,03;58,42;11,68;51,72;2007,85
761,10;10,16;949,36;545,25;46,35;58,35;11,67;51,71;2016,61
760,04;10,17;949,63;545,37;45,36;58,22;11,64;51,68;1989,46
751,39;10,17;949,50;544,25;46,21;57,97;11,59;51,65;2020,04
760,20;10,18;949,63;544,13;46,17;57,68;11,54;51,62;2000,71
759,63;10,18;949,36;544,13;46,82;57,32;11,46;51,59;2044,61
759,63;10,18;949,23;547,50;46,74;56,91;11,38;51,59;2060,75
753,26;10,18;949,36;547,50;47,81;56,45;11,29;51,59;2073,73
753,10;10,18;949,23;544,37;46,63;55,99;11,20;51,61;2022,96
751,14;10,18;949,76;547,62;47,74;55,55;11,11;51,64;2045,64
758,49;10,18;949,89;545,00;47,92;55,14;11,03;51,68;2038,93
755,30;10,18;949,36;542,62;46,42;54,81;10,96;51,71;2014,44
759,30;10,18;949,63;548,13;46,59;54,58;10,92;51,74;2023,39
750,41;10,18;949,23;543,87;46,19;54,46;10,89;51,77;2000,59
751,31;10,18;949,10;548,87;46,02;54,41;10,88;51,81;1994,39
760,20;10,18;949,63;549,00;47,86;54,45;10,89;51,82;2021,34
758,73;9,99;949,50;543,87;47,31;54,54;10,91;51,85;2023,94
760,61;10,17;949,76;547,75;46,77;54,70;10,94;51,87;2022,33
759,22;10,33;949,36;547,75;47,66;54,87;10,97;51,87;2027,37
761,34;10,29;949,23;547,62;48,90;55,08;11,02;51,89;2083,12
760,77;10,29;949,10;544,50;49,01;55,30;11,06;51,91;2073,77
759,55;10,31;949,76;549,87;47,77;55,53;11,11;51,93;2026,47
758,32;10,22;949,36;544,75;48,17;55,78;11,16;51,94;2015,11
755,14;10,16;949,36;539,75;47,12;56,01;11,20;51,97;2021,73
751,96;10,19;949,50;544,25;46,15;56,22;11,24;51,99;1999,48
755,79;10,19;949,50;543,12;45,72;56,42;11,28;52,01;1991,67
762,81;10,18;949,23;545,13;45,91;56,60;11,32;52,01;1995,81
760,44;10,15;949,63;547,88;45,63;56,75;11,35;52,00;2017,32
759,14;10,18;949,76;541,00;46,03;56,87;11,37;51,97;2022,36
754,08;10,24;949,10;550,25;46,17;56,97;11,39;51,94;2009,07
751,55;10,19;949,63;538,00;46,63;57,07;11,41;51,91;2034,16
753,10;10,18;949,23;548,00;46,23;57,16;11,43;51,88;1992,46
756,61;10,18;949,23;552,63;45,66;57,22;11,44;51,85;1984,89
760,36;10,18;949,63;543,87;46,98;57,28;11,46;51,81;2029,70
759,63;10,18;949,50;543,12;46,89;57,33;11,47;51,78;2029,66
756,69;10,18;949,63;543,87;46,35;57,41;11,48;51,76;2016,49
760,12;10,18;949,63;546,75;46,72;57,47;11,49;51,72;2042,41
759,06;10,18;949,10;547,88;46,91;57,54;11,51;51,68;2029,47
757,83;10,18;949,23;546,88;47,12;57,62;11,52;51,66;2036,65
760,36;10,18;949,63;546,12;47,15;57,70;11,54;51,64;2037,87
756,53;10,18;949,89;552,75;45,94;57,80;11,56;51,61;2054,08
759,55;10,18;949,36;542,50;46,19;57,88;11,58;51,60;2014,00
759,38;10,18;949,23;541,88;48,40;57,96;11,59;51,60;2060,75
767,22;10,18;949,50;545,13;47,18;58,06;11,61;51,59;2053,06
769,50;10,18;949,23;540,75;46,30;58,16;11,63;51,59;2006,31
764,61;10,16;949,50;539,63;47,23;58,23;11,65;51,59;2027,69
753,59;10,04;949,63;546,38;47,10;58,25;11,65;51,59;2043,51
750,90;10,21;949,89;546,50;46,91;58,23;11,65;51,59;2056,65
752,04;10,30;949,36;533,12;47,42;58,13;11,63;51,59;2056,45
758,98;10,29;949,50;547,88;47,71;57,96;11,59;51,58;2064,22
752,20;10,28;949,23;548,13;48,39;57,72;11,54;51,58;2124,19
752,37;10,25;949,76;541,75;48,58;57,45;11,49;51,59;2072,43
757,59;10,18;949,50;548,13;49,38;57,16;11,43;51,60;2067,89
754,08;10,18;949,36;552,50;46,91;56,84;11,37;51,64;1998,77
760,36;10,18;949,50;546,25;45,31;56,44;11,29;51,67;1994,87
753,02;10,18;949,36;543,12;45,84;56,02;11,20;51,69;1990,65
752,78;10,16;949,76;542,75;44,68;55,60;11,12;51,71;1985,08
754,32;10,16;949,63;543,12;45,34;55,24;11,05;51,70;1980,67
755,14;10,25;949,36;534,50;44,85;54,96;10,99;51,71;1973,84
761,83;10,19;949,23;546,62;44,66;54,78;10,96;51,71;1978,38
758,24;10,13;949,50;545,50;44,89;54,68;10,94;51,71;1991,12
751,96;10,15;949,76;548,00;45,34;54,65;10,93;51,71;1973,01
754,08;10,16;948,97;544,13;45,16;54,69;10,94;51,71;1976,48
759,63;10,17;949,23;544,87;45,41;54,79;10,96;51,72;2001,26
754,49;10,18;949,50;548,00;45,95;54,93;10,99;51,72;2006,35
751,71;10,18;949,63;546,12;46,99;55,11;11,02;51,71;2029,78
755,14;10,18;949,36;542,62;47,15;55,31;11,06;51,72;2019,05
755,55;10,18;949,23;544,50;46,72;55,52;11,10;51,72;1991,75
761,59;10,18;950,03;541,88;47,31;55,76;11,15;51,73;2008,16
761,18;10,18;948,70;543,38;47,03;56,01;11,20;51,74;2036,09
760,77;10,18;949,89;547,00;46,42;56,28;11,26;51,78;1996,60
758,89;10,18;949,63;543,63;47,09;56,54;11,31;51,82;2013,05
756,37;10,18;949,63;540,50;46,56;56,79;11,36;51,85;2000,63
760,44;10,18;949,10;553,00;46,91;57,05;11,41;51,87;2031,44
760,36;10,18;949,50;546,62;47,44;57,27;11,45;51,90;2029,35
758,00;10,18;949,63;543,87;47,29;57,47;11,49;51,92;2026,82
760,52;10,07;949,63;544,00;47,07;57,65;11,53;51,93;2036,21
758,24;10,07;949,50;545,88;47,48;57,81;11,56;51,94;2036,76
754,90;10,29;949,36;548,63;47,89;57,95;11,59;51,95;2061,46
759,96;10,40;949,63;544,75;48,29;58,07;11,61;51,96;2107,62
759,87;10,32;949,36;546,12;48,63;58,19;11,64;51,98;2144,38
760,61;10,25;949,23;548,63;48,01;58,31;11,66;51,98;2086,43
759,63;10,24;949,36;545,37;49,58;58,43;11,69;51,98;2055,42
757,67;10,21;949,63;543,25;48,17;58,55;11,71;51,99;2031,24
759,06;10,19;949,36;546,00;48,25;58,61;11,72;52,02;2058,26
760,36;10,18;949,23;546,00;46,48;58,56;11,71;52,03;1998,73
760,36;10,14;949,76;545,00;46,44;58,37;11,67;52,02;2018,77
756,69;10,22;949,63;534,63;46,77;58,08;11,62;51,99;2018,74
759,63;10,21;949,10;556,25;45,58;57,69;11,54;51,98;1999,80
759,63;10,11;949,10;543,38;45,80;57,23;11,45;51,95;2000,19
754,90;10,22;949,76;543,25;44,72;56,72;11,34;51,93;1975,42
758,65;10,21;949,36;549,75;44,37;56,18;11,24;51,91;2005,48
760,20;10,19;949,63;554,00;45,59;55,59;11,12;51,90;2030,14
749,43;10,19;949,89;545,75;44,96;55,07;11,01;51,91;1987,92
760,04;10,19;949,63;550,00;44,87;54,62;10,92;51,89;1984,49
759,71;10,19;948,70;550,25;46,12;54,26;10,85;51,88;2017,99
750,16;10,18;949,63;549,63;44,10;54,01;10,80;51,87;1984,61
758,24;10,18;949,50;538,50;45,25;53,80;10,76;51,86;2001,46
758,08;10,18;949,36;547,75;43,86;53,74;10,75;51,85;1961,97
758,57;10,18;949,63;545,37;43,79;53,73;10,75;51,85;1950,64
759,06;10,18;949,36;552,63;45,26;53,79;10,76;51,82;1969,15
757,26;10,18;949,36;543,87;45,20;53,91;10,78;51,80;1977,75
756,85;10,18;949,36;546,88;44,47;54,06;10,81;51,78;1959,09
761,34;10,18;949,76;543,87;44,36;54,26;10,85;51,77;1938,10
759,06;10,18;949,50;552,38;43,86;54,48;10,90;51,74;1949,07
767,87;10,19;949,50;545,50;44,08;54,73;10,95;51,73;1949,74
761,91;10,01;949,23;540,13;44,58;55,00;11,00;51,74;1976,45
761,75;10,08;949,50;543,63;44,64;55,26;11,05;51,74;1964,77
758,81;10,22;949,63;547,12;44,33;55,51;11,10;51,75;1941,53
744,94;10,17;949,50;546,50;46,09;55,78;11,16;51,74;2034,40
744,94;10,17;949,50;549,13;47,44;56,01;11,20;51,73;2067,54
756,69;10,23;949,63;546,25;46,38;56,26;11,25;51,71;2043,00
753,18;10,15;949,63;540,63;46,53;56,47;11,29;51,71;2007,65
743,47;10,13;949,36;550,50;46,42;56,71;11,34;51,73;2023,79
755,79;10,23;949,63;549,13;46,38;56,87;11,37;51,75;2017,91
756,69;10,15;949,23;547,88;46,14;57,06;11,41;51,76;2006,62
753,67;10,08;949,10;541,50;46,15;57,20;11,44;51,76;2024,18
757,34;10,26;949,63;548,63;45,82;57,35;11,47;51,74;1989,50
762,65;10,21;950,03;550,25;46,23;57,49;11,50;51,73;2031,12
755,87;10,10;949,36;544,25;48,25;57,61;11,52;51,73;2073,02
752,04;10,25;949,36;547,00;45,99;57,74;11,55;51,72;2011,75
755,55;10,22;949,63;549,87;46,40;57,86;11,57;51,72;2018,22
760,61;10,21;949,10;543,25;46,89;57,98;11,60;51,73;2055,70
756,85;10,20;949,89;545,50;45,97;58,11;11,62;51,73;2019,48
753,26;10,19;949,63;552,75;46,09;58,20;11,64;51,73;2004,22
761,10;10,19;949,50;543,63;45,93;58,28;11,66;51,72;1989,15
755,63;10,19;949,36;542,00;44,78;58,31;11,66;51,72;1971,32
756,28;10,18;949,36;545,13;44,76;58,29;11,66;51,72;2002,64
756,04;10,18;949,63;548,87;44,21;58,19;11,64;51,70;1973,37
754,65;10,18;949,10;548,63;44,63;58,00;11,60;51,69;1980,86
750,65;10,18;949,63;547,00;43,83;57,71;11,54;51,67;1955,81
755,30;10,18;950,03;548,37;44,01;57,37;11,47;51,66;1958,85
761,26;10,18;949,50;547,00;43,93;56,97;11,39;51,66;1960,63
759,14;10,18;949,23;554,13;43,85;56,54;11,31;51,66;1948,87
754,90;10,18;949,10;546,38;43,18;56,09;11,22;51,67;1948,08
750,65;10,14;949,89;553,37;43,21;55,62;11,12;51,68;1945,56
753,67;9,84;949,36;552,12;43,93;55,16;11,03;51,67;1976,09
755,55;10,08;949,36;555,62;44,02;54,79;10,96;51,66;1984,02
759,87;10,28;949,63;548,00;44,49;54,52;10,90;51,66;1973,41
759,46;10,23;949,50;542,25;46,76;54,33;10,87;51,67;2064,85
757,10;10,22;949,50;543,50;46,26;54,25;10,85;51,66;2061,30
755,55;10,22;949,63;545,13;46,40;54,25;10,85;51,66;2010,57
760,93;10,17;949,50;543,87;48,07;54,34;10,87;51,66;2027,97
760,52;10,20;949,23;537,75;46,92;54,47;10,89;51,68;2009,74
760,04;10,16;949,50;540,50;45,15;54,65;10,93;51,73;1961,26
760,69;10,11;949,50;550,00;45,32;54,86;10,97;51,75;1987,18
753,18;10,21;949,50;547,12;46,06;55,10;11,02;51,77;1979,09
758,81;10,21;949,36;542,25;45,68;55,35;11,07;51,79;1978,30
760,12;10,11;949,63;541,75;45,59;55,60;11,12;51,82;1978,93
756,53;10,23;949,50;537,88;45,93;55,86;11,17;51,83;2001,50
759,38;10,24;949,50;547,50;45,79;56,11;11,22;51,83;2007,33
760,28;10,22;949,63;540,87;46,68;56,34;11,27;51,83;2020,47
759,06;10,21;949,23;547,75;45,79;56,55;11,31;51,83;1990,29
759,30;10,19;949,50;538,62;44,93;56,74;11,35;51,83;1967,49
759,22;10,19;949,76;537,50;46,19;56,91;11,38;51,84;2028,52
760,69;10,19;949,36;544,87;45,78;57,07;11,41;51,84;2021,30
757,83;10,19;949,63;542,12;46,24;57,20;11,44;51,83;2029,19
760,12;10,18;949,50;548,00;45,67;57,32;11,46;51,82;2015,66
759,06;10,18;949,89;549,13;45,20;57,46;11,49;51,81;2005,05
747,06;10,18;949,63;544,37;46,26;57,56;11,51;51,81;2009,35
758,00;10,18;948,97;544,75;46,23;57,65;11,53;51,80;2006,74
758,89;10,18;949,10;544,63;46,17;57,76;11,55;51,80;1999,37
761,18;10,18;949,89;542,38;45,66;57,86;11,57;51,80;2000,47
757,75;10,18;949,50;548,00;46,32;57,94;11,59;51,81;2018,34
759,06;10,18;949,36;549,00;45,82;58,02;11,60;51,79;2016,96
757,83;9,88;949,36;546,00;45,88;58,11;11,62;51,79;1995,54
757,67;10,01;949,76;548,00;46,02;58,18;11,64;51,78;2013,33
757,59;10,26;949,36;549,13;44,54;58,21;11,64;51,76;2029,19
764,20;10,31;949,50;542,25;47,46;58,21;11,64;51,76;2082,84
770,40;10,25;949,63;547,25;48,69;58,14;11,63;51,75;2141,58
765,75;10,24;949,50;536,25;48,02;58,01;11,60;51,74;2083,55
753,02;10,24;949,36;541,62;48,04;57,86;11,57;51,74;2024,34
751,14;10,19;949,76;551,38;48,76;57,67;11,53;51,77;2062,09
744,45;10,19;949,50;547,62;46,27;57,40;11,48;51,81;2009,82
747,80;10,15;949,23;547,25;45,97;57,02;11,40;51,85;1994,16
756,69;10,15;949,76;546,75;44,69;56,61;11,32;51,86;1965,40
753,75;10,23;949,63;544,63;44,69;56,16;11,23;51,88;1993,17
757,59;10,11;949,36;539,25;45,12;55,66;11,13;51,88;2000,75
753,02;10,19;949,50;547,12;45,78;55,22;11,04;51,88;2007,22
755,87;10,25;949,10;548,25;44,30;54,86;10,97;51,88;1971,08
754,16;10,23;949,50;548,50;44,49;54,59;10,92;51,87;1979,68
759,06;10,21;949,50;536,37;45,58;54,42;10,88;51,86;2013,33
758,73;10,20;949,50;543,25;45,55;54,34;10,87;51,87;1993,57
750,82;10,19;949,23;555,38;45,52;54,33;10,87;51,86;1973,29
757,18;10,19;949,36;541,50;44,22;54,39;10,88;51,86;1955,97
760,28;10,19;949,36;545,63;44,21;54,50;10,90;51,86;1957,00
758,24;10,18;949,50;543,63;44,31;54,66;10,93;51,85;1951,59
756,77;10,18;949,23;548,87;45,02;54,86;10,97;51,84;1976,13
755,63;10,18;949,23;544,87;44,30;55,08;11,02;51,83;1947,41
756,20;10,18;949,36;539,75;43,77;55,32;11,06;51,83;1933,29
751,06;10,18;949,89;546,62;45,40;55,56;11,11;51,84;1978,81
751,39;10,18;949,36;540,87;44,95;55,79;11,16;51,84;1978,50
761,67;10,18;948,97;540,87;44,53;56,03;11,21;51,85;1968,48
